taxonConceptID,count,electorate,electorate_sum,prop_by_electorate,z_score_proportions,z_score_counts,z_squared,rank,phylum,class,order,family,species,vernacular_name,state
urn:lsid:biodiversity.org.au:afd.taxon:acd10974-44bc-4daa-8321-367ba18d1881,61,Holt,26147,0.002332964,7.024217458,3.023336969,21.23657632,species,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Stenoptilia zophodactylus,Dowdy Plume,VIC
urn:lsid:biodiversity.org.au:afd.taxon:6c33bbf4-9f47-4d92-a4f3-4a485ba1ccae,33,Hotham,25546,0.001291787,5.019504697,1.847228266,9.272170958,species,Arthropoda,Insecta,Lepidoptera,Crambidae,Uresiphita ornithopteralis,Tree Lucerne Moth,VIC
urn:lsid:biodiversity.org.au:afd.taxon:397a4f2e-c8ed-4428-bda1-476530c66a14,37,Hughes,41559,0.000890301,3.956067421,1.892584186,7.48719064,species,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia gulosa,Red Bull Ant,NSW
urn:lsid:biodiversity.org.au:afd.taxon:5943fade-3294-4367-8ebe-8f34b2b77dac,47,Hume,107265,0.000438167,2.910527878,2.418456522,7.038985128,species,Chordata,Reptilia,Squamata,Scincidae,Cryptoblepharus virgatus,Striped Snake-eyed Skink,NSW
urn:lsid:biodiversity.org.au:afd.taxon:ff331787-ecbd-4e17-87d5-79b910d20b0d,87,Hunter,55102,0.00157889,6.740349044,2.791467176,18.81546311,species,Chordata,Reptilia,Squamata,Scincidae,Ctenotus robustus,Robust Ctenotus,NSW
urn:lsid:biodiversity.org.au:afd.taxon:e9b7275f-1e35-4fdb-a71f-3b1acdedc071,171,Indi,136196,0.001255543,4.074086458,3.128482631,12.74570872,species,Arthropoda,Insecta,Hymenoptera,Apidae,Exoneura bicolor,Small Carpenter Bee,VIC
urn:lsid:biodiversity.org.au:afd.taxon:cfcc7058-47fa-4407-b0a0-e4246bea0368,426,Isaacs,59919,0.007109598,3.287500496,1.69343406,5.567165313,species,Chordata,Aves,Anseriformes,Anatidae,Oxyura australis,Blue-billed Duck,VIC
urn:lsid:biodiversity.org.au:afd.taxon:26eb1b32-8b43-40db-b2e0-8ab647235426,15,Jagajaga,56169,0.000267051,2.529336045,2.353263404,5.952193953,species,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum peraustrale,Halictid Bee,VIC
urn:lsid:biodiversity.org.au:afd.taxon:4634c6ac-56df-4b9f-870f-c83bd008a933,937,Kennedy,362623,0.002583951,4.45372802,2.605418521,11.60382547,species,Chordata,Aves,Passeriformes,Campephagidae,Coracina lineata,Barred Cuckoo-shrike,QLD
urn:lsid:biodiversity.org.au:afd.taxon:55c5441c-a394-4a7a-b31d-dccade07cf5f,29,Kingsford Smith,36160,0.000801991,4.948117896,2.903874457,14.36871317,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten fumatus,Scallop,NSW
urn:lsid:biodiversity.org.au:afd.taxon:b8b562c1-f6ef-479a-a124-80a2c1bb2c04,25,Kingston,16627,0.001503579,3.998495389,1.641836955,6.564877495,species,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Theclinesthes serpentatus,Chequered Blue,SA
urn:lsid:biodiversity.org.au:afd.taxon:d4fdadcf-b506-45e1-85b0-036255909328,16,Kooyong,13545,0.001181248,3.519384163,1.423809715,5.010933361,species,Arthropoda,Insecta,Diptera,Bibionidae,Bibio imitator,Garden Maggot,VIC
urn:lsid:biodiversity.org.au:afd.taxon:8ea44a40-d6c6-4fe2-a0a8-4ba01404e664,64,La Trobe,37277,0.001716876,4.950424429,3.144153451,15.56489405,species,Arthropoda,Insecta,Coleoptera,Buprestidae,Castiarina sexplagiata,Castiarina Jewel Beetle,VIC
urn:lsid:biodiversity.org.au:afd.taxon:f01d2520-d55e-441d-89a4-33323ee5f0b8,544,Lalor,102169,0.005324511,6.548846792,2.93050328,19.19141701,species,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea modesta,Eastern Great Egret,VIC
urn:lsid:biodiversity.org.au:afd.taxon:508e4399-f54c-4c5b-958f-8d6facd83d89,223,Leichhardt,246856,0.000903361,4.018783743,2.509173891,10.08382724,species,Arthropoda,Insecta,Odonata,Libellulidae,Brachydiplax denticauda,Palemouth Shorttail Dragonfly,QLD
urn:lsid:biodiversity.org.au:afd.taxon:a9970e29-da21-4ac7-b9ac-dbc92b35cce0,12,Lilley,105667,0.000113564,3.34819478,2.850061397,9.542560692,species,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lema daturaphila,Three-lined Potato Beetle,QLD
urn:lsid:biodiversity.org.au:afd.taxon:9e955284-a793-4594-a364-1c05977bc428,12,Lindsay,27877,0.000430462,2.260154781,2.0701665,4.678896713,species,Arthropoda,Insecta,Hemiptera,Cicadidae,Atrapsalta collina,Sandstone Squeaker Cicada,NSW
urn:lsid:biodiversity.org.au:afd.taxon:7103c645-a2d8-4a68-91c9-5c8b3e957c40,2453,Lingiari,236463,0.010373716,5.589165445,3.191829809,17.83966487,species,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon macrourus,Northern Brown Bandicoot,NT
urn:lsid:biodiversity.org.au:afd.taxon:8f3ddcfc-0cfc-493b-885d-d48220354c35,121,Longman,79916,0.00151409,5.181890061,2.678559562,13.88000117,species,Arthropoda,Insecta,Lepidoptera,Geometridae,Epidesmia tryxaria,Geometrid Moth,QLD
urn:lsid:biodiversity.org.au:afd.taxon:97874787-7705-41c8-8b3b-6594bd06cc20,120,Lyne,172542,0.000695483,5.078991517,2.900534844,14.73179187,species,Arthropoda,Insecta,Lepidoptera,Notodontidae,Destolmia lineata,Streaked Notodontid Moth,NSW
urn:lsid:biodiversity.org.au:afd.taxon:6e5e11a5-cc63-476f-a3e9-2fb3e5986d1d,21,Lyons,54423,0.000385866,4.793281848,2.705096018,12.96628764,species,Arthropoda,Insecta,Lepidoptera,Cossidae,Endoxyla lituratus,Wattle Goat Moth,TAS
urn:lsid:biodiversity.org.au:afd.taxon:3f12e573-a7b7-45e7-a6e4-aeae9bc3a9ed,446,Macarthur,19429,0.022955376,7.67865681,2.58089354,19.81779575,species,Chordata,Aves,Psittaciformes,Psittacidae,Lathamus discolor,Swift Parrot,NSW
urn:lsid:biodiversity.org.au:afd.taxon:b7f0dff8-b0a3-4844-8c82-066699e42075,11,Mackellar,43734,0.000251521,3.793278788,2.123630646,8.055523083,species,Arthropoda,Insecta,Hemiptera,Gerridae,Tenagogerris euphrosyne,Water Strider,NSW
urn:lsid:biodiversity.org.au:afd.taxon:6ba39ddc-687c-472b-8c1f-d0fc029e6890,973,Macnamara,67181,0.014483262,2.895350185,1.498992884,4.340109325,species,Chordata,Aves,Passeriformes,Meliphagidae,Manorina melanophrys,Bell Miner,VIC
urn:lsid:biodiversity.org.au:afd.taxon:9bf4e686-a21f-4290-a9ba-467565ab4720,42,Macquarie,132968,0.000315865,3.081471154,2.715067739,8.366402919,species,Arthropoda,Malacostraca,Decapoda,Parastacidae,Euastacus spinifer,Sydney Crayfish,NSW
urn:lsid:biodiversity.org.au:afd.taxon:82bbd853-36e5-4813-9c9d-9be3b01d5965,93,Makin,17737,0.005243277,7.582486131,2.700146808,20.47382572,species,Chordata,Aves,Gruiformes,Rallidae,Porphyrio porphyrio,Purple Swamphen,SA
urn:lsid:biodiversity.org.au:afd.taxon:7ca083b3-2ba1-4b77-8a57-715675fb3d8e,132,Mallee,195893,0.000673837,4.071815422,3.963407464,16.13826364,species,Arthropoda,Insecta,Diptera,Muscidae,Pygophora apicalis,Muscid Fly,VIC
urn:lsid:biodiversity.org.au:afd.taxon:9d221af4-cd38-4446-8387-7fb66c48ac8e,1308,Maranoa,230929,0.005664079,4.42197603,2.486549963,10.99546433,species,Chordata,Aves,Passeriformes,Artamidae,Artamus personatus,Masked Woodswallow,QLD
urn:lsid:biodiversity.org.au:afd.taxon:07c53617-7d4b-4256-9c96-f6f84d64afcd,22,Maribyrnong,21615,0.001017812,3.920860524,1.798611616,7.052105282,species,Arthropoda,Insecta,Lepidoptera,Psychidae,Metura elongatus,Saunders' Case Moth,VIC
urn:lsid:biodiversity.org.au:afd.taxon:a581c303-95b9-4e2f-8fdc-103e394dd85f,626,Mayo,106063,0.005902152,5.306244172,2.919300765,15.49052267,species,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus flavipes,Yellow-footed Antechinus,SA
urn:lsid:biodiversity.org.au:afd.taxon:d35894d4-5fba-4205-a8aa-4f03043dcfa9,658,McEwen,51409,0.012799315,8.086389701,2.366401717,19.13564647,species,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heteronympha merope,Common Brown,VIC
urn:lsid:biodiversity.org.au:afd.taxon:da8a156f-95e2-4fcb-a6e7-52721705a70c,24,McMahon,2707,0.008865903,-0.786202504,-2.566960846,2.018151045,species,Chordata,Aves,Anseriformes,Anatidae,Anas superciliosa,Grey Duck,NSW
urn:lsid:biodiversity.org.au:afd.taxon:c9678f86-9a22-4151-b81f-03121cd8cf08,24,McPherson,17138,0.001400397,3.218151719,0.664030301,2.136950254,species,Arthropoda,Insecta,Odonata,Lestoideidae,Diphlebia coerulescens,Sapphire Rockmaster Damselfly,QLD
urn:lsid:biodiversity.org.au:afd.taxon:364d0d4b-e986-45af-b5da-bb372a3ad39c,164,Melbourne,82221,0.001994624,1.931403495,1.722815038,3.327450986,species,Chordata,Aves,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,VIC
urn:lsid:biodiversity.org.au:afd.taxon:1a4e01d2-e47e-408e-8bda-6944d4be0887,28,Menzies,24499,0.001142904,5.02477851,2.873261208,14.43750117,species,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes amoenus,Farmland Lynx Spider,VIC
urn:lsid:biodiversity.org.au:afd.taxon:f270db50-e5d3-43b7-90bb-99face6e563f,38,Mitchell,8090,0.004697157,6.345566128,1.717889936,10.90098419,species,Arthropoda,Insecta,Hemiptera,Cicadidae,Cyclochila australasiae,Masked Devil Cicada,NSW
urn:lsid:biodiversity.org.au:afd.taxon:5a50b672-268d-47e2-82a5-a0a09378f722,36,Monash,108390,0.000332134,2.286294056,2.24770215,5.138908067,species,Arthropoda,Insecta,Lepidoptera,Erebidae,Asura cervicalis,Spotted Lichen Moth,VIC
urn:lsid:biodiversity.org.au:afd.taxon:4d1a60ea-5289-4710-9e84-ff68dc674ff8,18,Moncrieff,14686,0.001225657,6.171303639,1.818863428,11.22475849,species,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Cephrenes augiades,Orange Palm-dart,QLD
urn:lsid:biodiversity.org.au:afd.taxon:fb435306-1f8a-4eb1-bb0e-d8d45d06c326,12,Moore,16104,0.000745156,3.58676761,2.483279766,8.906947434,species,Chordata,Actinopterygii,Tetraodontiformes,Aracanidae,Aracana aurita,Shaws Cowfish,WA
urn:lsid:biodiversity.org.au:afd.taxon:2c9d6b34-6ddd-45ef-8f31-cfa0863a7eb5,339,Moreton,162084,0.002091508,7.223053814,4.550760561,32.87038843,species,Arthropoda,Arachnida,Araneae,Salticidae,Hypoblemum scutulatum,White-banded House Jumping Spider,QLD
urn:lsid:biodiversity.org.au:afd.taxon:107696b5-063c-4c09-a015-6edfdb6f4d52,622,New England,155828,0.00399158,6.517824462,3.405088478,22.19376898,species,Chordata,Mammalia,Rodentia,Muridae,Mus musculus,House Mouse,NSW
urn:lsid:biodiversity.org.au:afd.taxon:5c9ab00e-2da3-49d9-9979-651b2bd4eba3,16,Newcastle,42703,0.000374681,3.716659551,3.475569764,12.91750956,species,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralis farinalis,Meal Moth,NSW
urn:lsid:biodiversity.org.au:afd.taxon:2067b665-3880-4919-af56-e314e40ed23d,25,Nicholls,96786,0.000258302,3.56571414,3.612901301,12.88257326,species,Arthropoda,Insecta,Lepidoptera,Erebidae,Amata aperta,Tiger Moth,VIC
urn:lsid:biodiversity.org.au:afd.taxon:9baa55f2-69c1-486c-91f7-f96e58b7c945,64,North Sydney,13110,0.00488177,9.858388735,2.180686936,21.49805953,species,Chordata,Mammalia,Rodentia,Muridae,Hydromys chrysogaster,Water-rat,NSW
urn:lsid:biodiversity.org.au:afd.taxon:fb2711ca-71a0-478b-b6f3-2b4ded21bdec,1201,O'Connor,105031,0.011434719,5.449680985,2.218002638,12.0874068,species,Chordata,Aves,Psittaciformes,Psittacidae,Parvipsitta porphyrocephala,Purple-crowned Lorikeet,WA
urn:lsid:biodiversity.org.au:afd.taxon:7613c3e0-edf7-4326-98fe-d6c342bcdb88,179,Oxley,36537,0.004899143,3.453404237,1.184710855,4.091285485,species,Chordata,Aves,Psittaciformes,Psittacidae,Parvipsitta pusilla,Little Lorikeet,QLD
urn:lsid:biodiversity.org.au:afd.taxon:eec308d1-410c-4c69-876d-8e0817daaac3,36,Page,95708,0.000376144,4.859254483,4.049697995,19.67851313,species,Arthropoda,Insecta,Coleoptera,Curculionidae,Eutyrhinus meditabundus,Curculionid Weevil,NSW
urn:lsid:biodiversity.org.au:afd.taxon:23f4784e-1116-482c-8e3e-b6b12733f588,17269,Parkes,220700,0.078246488,9.791406704,3.226619807,31.59314681,species,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus giganteus,Eastern Grey Kangaroo,NSW
urn:lsid:biodiversity.org.au:afd.taxon:d60bacff-0ba2-4837-be75-cdfde3fd49d3,119,Parramatta,12593,0.009449694,4.791749572,2.264241032,10.84967599,species,Arthropoda,Insecta,Hemiptera,Cicadidae,Yoyetta celis,Silver Princess Cicada,NSW
urn:lsid:biodiversity.org.au:afd.taxon:680ad7a7-a5fc-4e69-872d-16f8711238ac,19,Paterson,43227,0.00043954,3.70466014,2.911921167,10.78767828,species,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon trigonoides,Coral Sea Maskray,NSW
urn:lsid:biodiversity.org.au:afd.taxon:5df8fe83-1398-4c70-95a2-f680813aaa7e,21,Pearce,7404,0.002836305,4.73356794,0.766224873,3.626977496,species,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,WA
urn:lsid:biodiversity.org.au:afd.taxon:5f46e9da-17dd-4e0c-add0-79c61b9f616a,3543,Perth,31746,0.111604612,3.309533483,2.35665021,7.799412777,species,Chordata,Amphibia,Anura,Myobatrachidae,Crinia glauerti,Glauert's Froglet,WA
urn:lsid:biodiversity.org.au:afd.taxon:9b16d860-d0ec-4b6a-8489-948d85e32016,236,Petrie,88216,0.002675252,2.723835953,1.536891174,4.186239435,species,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa stagnatilis,Marsh sandpiper,QLD
urn:lsid:biodiversity.org.au:afd.taxon:c437f86d-edcd-44c3-b2f7-4fda1d11b316,106,Rankin,12776,0.008296807,10.77504238,1.900449556,20.47742451,species,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes bipunctata,Wandering Percher Dragonfly,QLD
urn:lsid:biodiversity.org.au:afd.taxon:d2ad67ce-3130-4e23-b4b6-e44c7d1b06d9,26,Reid,30276,0.000858766,6.018323714,2.758797544,16.60333668,species,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia philippensis,Buff-banded Rail,NSW
urn:lsid:biodiversity.org.au:afd.taxon:2db46aea-8706-4eb2-9d24-cf52238a4e79,103,Richmond,111275,0.000925635,4.944122364,2.825852021,13.97135817,species,Arthropoda,Insecta,Lepidoptera,Hepialidae,Abantiades labyrinthicus,Labyrinthine Ghost Moth,NSW
urn:lsid:biodiversity.org.au:afd.taxon:7c8f33b3-c47a-4e50-8310-1a5390777c85,121,Riverina,75080,0.001611614,4.521005953,2.271896461,10.27125743,species,Chordata,Aves,Columbiformes,Columbidae,Geopelia striata,Peaceful Dove,NSW
urn:lsid:biodiversity.org.au:afd.taxon:4387d9d9-ea3e-4e37-8dd5-3e2721846c0c,26,Robertson,21341,0.001218312,4.676034522,1.864701664,8.719409353,species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Aulactinia veratra,Green Snakelock Anemone,NSW
urn:lsid:biodiversity.org.au:afd.taxon:c5958968-7dfb-4e0c-bba2-2b8cb620aa8f,110,Ryan,163480,0.000672865,3.889484108,2.538110538,9.871940602,species,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis nigrifrons,Black-headed Skimmer Dragonfly,QLD
urn:lsid:biodiversity.org.au:afd.taxon:b75a8371-ee27-4f4e-9b09-4fa279e5c5f7,1510,Scullin,48294,0.031266824,4.373381727,1.710876157,7.482314525,species,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta concinna,Musk Lorikeet,VIC
urn:lsid:biodiversity.org.au:afd.taxon:bd5d0cb6-836e-4ed5-a33e-64c3c0c86e02,26,Shortland,20353,0.001277453,5.666484239,3.3363439,18.90534012,species,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paropsides calypso,Lilly Pilly Beetle,NSW
urn:lsid:biodiversity.org.au:afd.taxon:698f5cfc-4b81-4ed3-aebd-750d1f86a573,133,Solomon,81433,0.001633245,6.853149954,2.285900811,15.66562104,species,Chordata,Aves,Apodiformes,Apodidae,Apus pacificus,Fork-tailed swift,NT
urn:lsid:biodiversity.org.au:afd.taxon:b1ba5449-a68e-4c3b-ae90-8e667617945b,19,Spence,6654,0.002855425,6.648334189,1.616794368,10.74898927,species,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus hasseltii,Jockey Spider,SA
urn:lsid:biodiversity.org.au:afd.taxon:7065d246-3017-4768-9c8f-8c58c0e538c1,2339,Sturt,12094,0.193401687,5.014943761,2.349592483,11.78307416,species,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus poliocephalus,Grey-headed Flying-fox,SA
urn:lsid:biodiversity.org.au:afd.taxon:232c168e-2460-481e-bfe0-5c32eadaded6,211,Swan,18376,0.011482368,3.334662699,1.064259048,3.548944948,species,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris niger,White-cheeked Honeyeater,WA
urn:lsid:biodiversity.org.au:afd.taxon:369f9944-49c6-4673-a988-1d0d759c9d6b,119,Sydney,25504,0.004665935,5.634084902,2.462159111,13.87201347,species,Chordata,Aves,Charadriiformes,Laridae,Onychoprion fuscata,Sooty Tern,NSW
40077003,233,Tangney,13605,0.017126057,5.686115446,0.955386846,5.432439904,species,Chordata,Aves,Falconiformes,Accipitridae,Pandion haliaetus,Osprey,WA
urn:lsid:biodiversity.org.au:afd.taxon:ceaf58f0-17df-468e-8f34-b4892145df3b,414,Wannon,128820,0.003213787,4.106695372,1.964957073,8.069480118,species,Chordata,Aves,Psittaciformes,Psittacidae,Neophema chrysostoma,Blue-winged Parrot,VIC
urn:lsid:biodiversity.org.au:afd.taxon:00b1b9a2-70c9-45be-8019-9c7fd755afc8,2989,Warringah,38318,0.078005115,10.85638861,2.80124453,30.41139919,species,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Common Brushtail Possum,NSW
urn:lsid:biodiversity.org.au:afd.taxon:96512204-53a4-4f8d-81da-4994b8020ef8,20,Watson,4288,0.004664179,7.533983432,1.27616167,9.614580878,species,Arthropoda,Arachnida,Araneae,Araneidae,Phonognatha graeffei,Leaf Curling Spider,NSW
urn:lsid:biodiversity.org.au:afd.taxon:89c4827f-8dc7-4578-bb15-9f7e6e1764e6,587,Wentworth,42140,0.013929758,4.25097931,1.74101461,7.401017087,species,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus strigoides,Tawny Frogmouth,NSW
urn:lsid:biodiversity.org.au:afd.taxon:c1d2d6c3-1123-4461-8c07-3254ea76f391,18,Werriwa,1981,0.00908632,6.030815622,0.611764035,3.689436096,species,Chordata,Reptilia,Squamata,Elapidae,Pseudechis porphyriacus,Red-bellied Black Snake,NSW
urn:lsid:biodiversity.org.au:afd.taxon:4fce5374-4678-4b2d-b94e-bb9a49d6ed50,90,Whitlam,83452,0.001078464,3.693052137,2.115288955,7.811872397,species,Chordata,Reptilia,Squamata,Scincidae,Ctenotus taeniolatus,Copper-tailed Skink,NSW
urn:lsid:biodiversity.org.au:afd.taxon:93ea0479-1e6a-48c2-8c58-ef3b14b7601a,18,Wide Bay,102665,0.000175328,3.393712796,3.023814109,10.26195663,species,Arthropoda,Insecta,Coleoptera,Cerambycidae,Aridaeus thoracicus,Tiger Longicorn Beetle,QLD
urn:lsid:biodiversity.org.au:afd.taxon:5da8abb3-75e5-460a-933d-c0918d49dc11,74,Wills,19814,0.003734733,4.84260387,0.847481383,4.104016627,species,Chordata,Aves,Falconiformes,Accipitridae,Accipiter cirrocephalus,Collared Sparrowhawk,VIC
urn:lsid:biodiversity.org.au:afd.taxon:4147d101-ae1e-4b99-a4e9-a5bb7e230fbc,41,Wright,134956,0.000303803,3.66434231,3.114391963,11.41219824,species,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Leptocroca sanguinolenta,Oecophorid Moth,QLD